type,status,departure.iataCode,departure.icaoCode,departure.scheduledTime,departure.estimatedTime,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.baggage,arrival.gate,arrival.scheduledTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,departure.gate,departure.delay,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.estimatedTime,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,arrival.delay,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber
departure,active,cwl,egff,2022-02-14t07:35:00.000,2022-02-14t07:35:00.000,dub,eidw,1,2,112,2022-02-14t08:30:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,3,2.0,2022-02-14t07:36:00.000,2022-02-14t07:36:00.000,2022-02-14t07:36:00.000,2022-02-14t08:18:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-02-16t13:25:00.000,2022-02-16t13:25:00.000,dub,eidw,1,5,111,2022-02-16t14:20:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,3,10.0,2022-02-16t13:35:00.000,2022-02-16t13:35:00.000,2022-02-16t13:35:00.000,2022-02-16t14:18:00.000,,,,,,,,,,
departure,scheduled,cwl,egff,2022-02-18t13:25:00.000,2022-02-18t14:20:00.000,dub,eidw,1,5,vcc2,2022-02-18t14:20:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,,55.0,,,,,,,,,,,,,,
departure,scheduled,cwl,egff,2022-02-20t21:50:00.000,2022-02-20t23:00:00.000,dub,eidw,1,3,110,2022-02-20t22:45:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,,70.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-02-21t07:35:00.000,2022-02-21t07:35:00.000,dub,eidw,1,2,112,2022-02-21t08:30:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,3,17.0,2022-02-21t07:51:00.000,2022-02-21t07:51:00.000,2022-02-21t07:51:00.000,2022-02-21t08:34:00.000,,,,5.0,,,,,,
departure,active,cwl,egff,2022-02-23t13:25:00.000,2022-02-23t13:25:00.000,dub,eidw,1,2,105,2022-02-23t14:20:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,3,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-02-25t13:25:00.000,2022-02-25t13:30:00.000,dub,eidw,1,2,vcc3,2022-02-25t14:20:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,3,5.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-02-27t21:50:00.000,2022-02-27t21:50:00.000,dub,eidw,1,3,106,2022-02-27t22:45:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,3,4.0,2022-02-27t21:54:00.000,2022-02-27t21:54:00.000,2022-02-27t21:54:00.000,,2022-02-27t22:37:00.000,2022-02-27t22:37:00.000,2022-02-27t22:37:00.000,,,,,,,
departure,active,cwl,egff,2022-02-28t07:35:00.000,2022-02-28t07:35:00.000,dub,eidw,1,2,112,2022-02-28t08:30:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,10,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-02-03t17:25:00.000,2022-02-03t17:25:00.000,ams,eham,2,13,d26,2022-02-03t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,4.0,2022-02-03t17:28:00.000,2022-02-03t17:28:00.000,2022-02-03t17:28:00.000,2022-02-03t19:20:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-02-06t17:25:00.000,2022-02-06t17:25:00.000,ams,eham,,13,a08,2022-02-06t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-02-07t17:25:00.000,2022-02-07t17:25:00.000,ams,eham,,13,a08,2022-02-07t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,,2022-02-07t17:24:00.000,2022-02-07t17:24:00.000,2022-02-07t17:24:00.000,2022-02-07t19:25:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-02-10t17:25:00.000,2022-02-10t17:30:00.000,ams,eham,2,11,d26,2022-02-10t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,5.0,2022-02-10t17:29:00.000,2022-02-10t17:29:00.000,2022-02-10t17:29:00.000,,,,,,,,,,,
departure,active,cwl,egff,2022-02-11t10:15:00.000,2022-02-11t10:30:00.000,ams,eham,,8,a08,2022-02-11t12:35:00.000,klm,kl,klm,1060,kl1060,klm1060,11b,15.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-02-11t17:25:00.000,2022-02-11t17:25:00.000,ams,eham,,13,a08,2022-02-11t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,5.0,2022-02-11t17:29:00.000,2022-02-11t17:29:00.000,2022-02-11t17:29:00.000,2022-02-11t19:23:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-02-13t10:15:00.000,2022-02-13t10:15:00.000,ams,eham,,8,a08,2022-02-13t12:35:00.000,klm,kl,klm,1060,kl1060,klm1060,11b,,2022-02-13t10:04:00.000,2022-02-13t10:04:00.000,2022-02-13t10:04:00.000,2022-02-13t11:57:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-02-13t17:25:00.000,2022-02-13t17:25:00.000,ams,eham,,13,a08,2022-02-13t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11a,,2022-02-13t17:24:00.000,2022-02-13t17:24:00.000,2022-02-13t17:24:00.000,2022-02-13t19:20:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-02-14t17:25:00.000,2022-02-14t17:25:00.000,ams,eham,2,12,d26,2022-02-14t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,,2022-02-14t17:15:00.000,2022-02-14t17:15:00.000,2022-02-14t17:15:00.000,,2022-02-14t19:11:00.000,2022-02-14t19:11:00.000,2022-02-14t19:11:00.000,,,,,,,
departure,cancelled,cwl,egff,2022-02-18t17:25:00.000,,ams,eham,,,,2022-02-18t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-02-19t17:25:00.000,2022-02-19t17:35:00.000,ams,eham,,12,a08,2022-02-19t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,10.0,,,,,,,,,,,,,,
departure,cancelled,cwl,egff,2022-02-20t17:25:00.000,,ams,eham,,,,2022-02-20t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-02-21t17:25:00.000,2022-02-21t17:35:00.000,ams,eham,,9,d16,2022-02-21t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,10.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-02-24t17:25:00.000,2022-02-24t18:08:00.000,ams,eham,,10,d24,2022-02-24t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,43.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-02-26t17:25:00.000,2022-02-26t17:25:00.000,ams,eham,,8,a08,2022-02-26t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-02-27t17:25:00.000,2022-02-27t17:25:00.000,ams,eham,2,12,d25,2022-02-27t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,4.0,2022-02-27t17:29:00.000,2022-02-27t17:29:00.000,2022-02-27t17:29:00.000,2022-02-27t19:26:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-02-28t17:25:00.000,2022-02-28t17:25:00.000,ams,eham,2,12,d14,2022-02-28t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,3.0,2022-02-28t17:27:00.000,2022-02-28t17:27:00.000,2022-02-28t17:27:00.000,2022-02-28t19:22:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-02-04t10:00:00.000,2022-02-04t10:12:00.000,dub,eidw,,,,2022-02-04t10:55:00.000,jet2,ls,exs,6335,ls6335,exs6335,,,2022-02-04t09:59:00.000,2022-02-04t09:59:00.000,2022-02-04t09:59:00.000,,2022-02-04t10:40:00.000,2022-02-04t10:40:00.000,2022-02-04t10:40:00.000,,,,,,,
departure,active,cwl,egff,2022-02-03t10:30:00.000,,ace,gcrr,1,5,,2022-02-03t14:20:00.000,tui airways,by,tom,6422,by6422,tom6422,,1.0,2022-02-03t10:31:00.000,2022-02-03t10:31:00.000,2022-02-03t10:31:00.000,2022-02-03t14:02:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-02-18t10:05:00.000,,bgi,tbpb,,,,2022-02-18t14:30:00.000,tui airways,by,tom,238,by238,tom238,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-02-19t06:15:00.000,,alc,leal,,,,2022-02-19t09:40:00.000,tui airways,by,tom,6644,by6644,tom6644,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-02-20t07:00:00.000,,agp,lemg,,,,2022-02-20t10:35:00.000,tui airways,by,tom,6714,by6714,tom6714,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-02-27t14:55:00.000,,ace,gcrr,1,1,,2022-02-27t18:45:00.000,tui airways,by,tom,6706,by6706,tom6706,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-02-03t17:25:00.000,2022-02-03t17:25:00.000,ams,eham,2,13,d26,2022-02-03t19:45:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,4.0,2022-02-03t17:28:00.000,2022-02-03t17:28:00.000,2022-02-03t17:28:00.000,2022-02-03t19:20:00.000,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-02-06t17:25:00.000,2022-02-06t17:25:00.000,ams,eham,,13,a08,2022-02-06t19:45:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-02-07t17:25:00.000,2022-02-07t17:25:00.000,ams,eham,,13,a08,2022-02-07t19:45:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,,2022-02-07t17:24:00.000,2022-02-07t17:24:00.000,2022-02-07t17:24:00.000,2022-02-07t19:25:00.000,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-02-10t17:25:00.000,2022-02-10t17:30:00.000,ams,eham,2,11,d26,2022-02-10t19:45:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,5.0,2022-02-10t17:29:00.000,2022-02-10t17:29:00.000,2022-02-10t17:29:00.000,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-02-11t10:15:00.000,2022-02-11t10:30:00.000,ams,eham,,8,a08,2022-02-11t12:35:00.000,virgin atlantic,vs,vir,7023,vs7023,vir7023,11b,15.0,,,,,,,,,klm,kl,klm,1060,kl1060,klm1060
departure,active,cwl,egff,2022-02-11t17:25:00.000,2022-02-11t17:25:00.000,ams,eham,,13,a08,2022-02-11t19:45:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,5.0,2022-02-11t17:29:00.000,2022-02-11t17:29:00.000,2022-02-11t17:29:00.000,2022-02-11t19:23:00.000,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-02-13t10:15:00.000,2022-02-13t10:15:00.000,ams,eham,,8,a08,2022-02-13t12:35:00.000,virgin atlantic,vs,vir,7023,vs7023,vir7023,11b,,2022-02-13t10:04:00.000,2022-02-13t10:04:00.000,2022-02-13t10:04:00.000,2022-02-13t11:57:00.000,,,,,klm,kl,klm,1060,kl1060,klm1060
departure,active,cwl,egff,2022-02-13t17:25:00.000,2022-02-13t17:25:00.000,ams,eham,,13,a08,2022-02-13t19:45:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11a,,2022-02-13t17:24:00.000,2022-02-13t17:24:00.000,2022-02-13t17:24:00.000,2022-02-13t19:20:00.000,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-02-14t17:25:00.000,2022-02-14t17:25:00.000,ams,eham,2,12,d26,2022-02-14t19:45:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,,2022-02-14t17:15:00.000,2022-02-14t17:15:00.000,2022-02-14t17:15:00.000,,2022-02-14t19:11:00.000,2022-02-14t19:11:00.000,2022-02-14t19:11:00.000,,klm,kl,klm,1064,kl1064,klm1064
departure,cancelled,cwl,egff,2022-02-18t17:25:00.000,,ams,eham,,,,2022-02-18t19:45:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,,,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-02-19t17:25:00.000,2022-02-19t17:35:00.000,ams,eham,,12,a08,2022-02-19t19:45:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,10.0,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,cancelled,cwl,egff,2022-02-20t17:25:00.000,,ams,eham,,,,2022-02-20t19:45:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,,,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-02-21t17:25:00.000,2022-02-21t17:35:00.000,ams,eham,,9,d16,2022-02-21t19:45:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,10.0,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-02-24t17:25:00.000,2022-02-24t18:08:00.000,ams,eham,,10,d24,2022-02-24t19:45:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,43.0,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-02-26t17:25:00.000,2022-02-26t17:25:00.000,ams,eham,,8,a08,2022-02-26t19:45:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,,,,,,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-02-27t17:25:00.000,2022-02-27t17:25:00.000,ams,eham,2,12,d25,2022-02-27t19:45:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,4.0,2022-02-27t17:29:00.000,2022-02-27t17:29:00.000,2022-02-27t17:29:00.000,2022-02-27t19:26:00.000,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-02-28t17:25:00.000,2022-02-28t17:25:00.000,ams,eham,2,12,d14,2022-02-28t19:45:00.000,virgin atlantic,vs,vir,7024,vs7024,vir7024,11b,3.0,2022-02-28t17:27:00.000,2022-02-28t17:27:00.000,2022-02-28t17:27:00.000,2022-02-28t19:22:00.000,,,,,klm,kl,klm,1064,kl1064,klm1064
departure,active,cwl,egff,2022-03-02t13:25:00.000,2022-03-02t13:25:00.000,dub,eidw,1,5,108,2022-03-02t14:20:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,3,6.0,2022-03-02t13:31:00.000,2022-03-02t13:31:00.000,2022-03-02t13:31:00.000,2022-03-02t14:13:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-03-04t13:25:00.000,2022-03-04t13:25:00.000,dub,eidw,1,5,110,2022-03-04t14:20:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,3,9.0,2022-03-04t13:34:00.000,2022-03-04t13:34:00.000,2022-03-04t13:34:00.000,2022-03-04t14:17:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-03-06t21:50:00.000,2022-03-06t21:50:00.000,dub,eidw,1,5,113,2022-03-06t22:45:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,3,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-03-06t18:15:00.000,2022-03-06t18:25:00.000,pmf,limp,,,,2022-03-06t21:22:00.000,ryanair,fr,ryr,9008,fr9008,ryr9008,,10.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-03-07t07:35:00.000,2022-03-07t07:35:00.000,dub,eidw,1,5,104,2022-03-07t08:30:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,3,10.0,2022-03-07t07:44:00.000,2022-03-07t07:44:00.000,2022-03-07t07:44:00.000,2022-03-07t08:27:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-03-09t13:25:00.000,2022-03-09t13:25:00.000,dub,eidw,1,2,vcc2,2022-03-09t14:20:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,10,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-03-09t15:20:00.000,2022-03-09t15:30:00.000,dub,eidw,,,,2022-03-09t16:18:00.000,ryanair,fr,ryr,51,fr51,ryr51,,10.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-03-11t13:25:00.000,2022-03-11t13:40:00.000,dub,eidw,1,5,107,2022-03-11t14:20:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,1,15.0,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-03-13t21:50:00.000,2022-03-13t21:50:00.000,dub,eidw,1,4,110,2022-03-13t22:45:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,3,6.0,2022-03-13t21:55:00.000,2022-03-13t21:55:00.000,2022-03-13t21:55:00.000,2022-03-13t22:38:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-03-14t07:35:00.000,2022-03-14t07:35:00.000,dub,eidw,1,2,103,2022-03-14t08:30:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,3,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-03-14t10:00:00.000,,dub,eidw,1,2,103,2022-03-14t08:30:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,3,20.0,2022-03-14t10:20:00.000,2022-03-14t10:20:00.000,2022-03-14t10:20:00.000,,,,,,,,,,,
departure,active,cwl,egff,2022-03-16t13:25:00.000,2022-03-16t13:25:00.000,dub,eidw,1,5,110,2022-03-16t14:20:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,4,19.0,2022-03-16t13:44:00.000,2022-03-16t13:44:00.000,2022-03-16t13:44:00.000,2022-03-16t14:24:00.000,,,,4.0,,,,,,
departure,active,cwl,egff,2022-03-18t13:25:00.000,2022-03-18t13:25:00.000,dub,eidw,1,2,106,2022-03-18t14:20:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,3,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-03-19t19:00:00.000,2022-03-19t19:00:00.000,vrn,lipx,,,,2022-03-19t22:10:00.000,ryanair,fr,ryr,3433,fr3433,ryr3433,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-03-20t20:40:00.000,2022-03-20t20:40:00.000,dub,eidw,1,3,108,2022-03-20t21:35:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,3,13.0,2022-03-20t20:52:00.000,2022-03-20t20:52:00.000,2022-03-20t20:52:00.000,2022-03-20t21:28:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-03-21t07:35:00.000,2022-03-21t07:35:00.000,dub,eidw,1,3,104,2022-03-21t08:30:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,3,15.0,2022-03-21t07:49:00.000,2022-03-21t07:49:00.000,2022-03-21t07:49:00.000,2022-03-21t08:32:00.000,,,,2.0,,,,,,
departure,active,cwl,egff,2022-03-23t13:25:00.000,2022-03-23t13:25:00.000,dub,eidw,1,4,103,2022-03-23t14:20:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,3,35.0,2022-03-23t13:59:00.000,2022-03-23t13:59:00.000,2022-03-23t13:59:00.000,2022-03-23t14:41:00.000,,,,21.0,,,,,,
departure,active,cwl,egff,2022-03-25t12:00:00.000,2022-03-25t12:00:00.000,vie,loww,,,,2022-03-25t15:25:00.000,ryanair,fr,ryr,91,fr91,ryr91,3,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-03-25t13:25:00.000,2022-03-25t13:25:00.000,dub,eidw,1,5,107,2022-03-25t14:20:00.000,ryanair,fr,ryr,9985,fr9985,ryr9985,3,24.0,2022-03-25t13:48:00.000,2022-03-25t13:48:00.000,2022-03-25t13:48:00.000,2022-03-25t14:28:00.000,,,,8.0,,,,,,
departure,active,cwl,egff,2022-03-27t14:50:00.000,2022-03-27t14:50:00.000,dub,eidw,1,5,105,2022-03-27t15:45:00.000,ryanair,fr,ryr,635,fr635,ryr635,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-03-27t19:30:00.000,2022-03-27t19:30:00.000,agp,lemg,,,,2022-03-27t23:05:00.000,ryanair,fr,ryr,4951,fr4951,ryr4951,3,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-03-28t14:25:00.000,2022-03-28t14:25:00.000,dub,eidw,1,3,104,2022-03-28t15:20:00.000,ryanair,fr,ryr,635,fr635,ryr635,3,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-03-29t17:30:00.000,2022-03-29t17:30:00.000,fao,lpfr,,,,2022-03-29t20:05:00.000,ryanair,fr,ryr,9224,fr9224,ryr9224,3,,2022-03-29t17:29:00.000,2022-03-29t17:29:00.000,2022-03-29t17:29:00.000,2022-03-29t19:48:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-03-29t23:55:00.000,,prg,lkpr,,,,2022-03-30t02:58:00.000,ryanair,fr,ryr,9552,fr9552,ryr9552,,,2022-03-29t23:51:00.000,2022-03-29t23:51:00.000,2022-03-29t23:51:00.000,,,,,,,,,,,
departure,active,cwl,egff,2022-03-30t15:10:00.000,2022-03-30t15:10:00.000,dub,eidw,1,3,113,2022-03-30t16:05:00.000,ryanair,fr,ryr,635,fr635,ryr635,3,6.0,2022-03-30t15:16:00.000,2022-03-30t15:16:00.000,2022-03-30t15:16:00.000,2022-03-30t15:58:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-03-30t20:00:00.000,2022-03-30t20:00:00.000,agp,lemg,,,,2022-03-30t23:35:00.000,ryanair,fr,ryr,4951,fr4951,ryr4951,3,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-03-02t17:25:00.000,2022-03-02t17:40:00.000,ams,eham,2,11,d24,2022-03-02t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,31.0,2022-03-02t17:55:00.000,2022-03-02t17:55:00.000,2022-03-02t17:55:00.000,2022-03-02t19:52:00.000,,,,8.0,,,,,,
departure,active,cwl,egff,2022-03-04t17:25:00.000,2022-03-04t17:25:00.000,ams,eham,,9,d26,2022-03-04t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-03-06t17:25:00.000,2022-03-06t17:25:00.000,ams,eham,2,9,d27,2022-03-06t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11a,7.0,2022-03-06t17:31:00.000,2022-03-06t17:31:00.000,2022-03-06t17:31:00.000,2022-03-06t19:29:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-03-07t17:25:00.000,2022-03-07t17:25:00.000,ams,eham,,8,d23,2022-03-07t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,2.0,2022-03-07t17:26:00.000,2022-03-07t17:26:00.000,2022-03-07t17:26:00.000,2022-03-07t19:22:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-03-09t17:25:00.000,2022-03-09t17:25:00.000,ams,eham,,8,a08,2022-03-09t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-03-10t10:15:00.000,2022-03-10t10:15:00.000,ams,eham,,8,a08,2022-03-10t12:35:00.000,klm,kl,klm,1060,kl1060,klm1060,11b,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-03-10t17:25:00.000,2022-03-10t17:25:00.000,ams,eham,,8,a08,2022-03-10t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-03-11t10:15:00.000,2022-03-11t10:15:00.000,ams,eham,,,a08,2022-03-11t12:35:00.000,klm,kl,klm,1060,kl1060,klm1060,,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-03-11t17:25:00.000,2022-03-11t17:25:00.000,ams,eham,,8,a08,2022-03-11t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,5,4.0,2022-03-11t17:29:00.000,2022-03-11t17:29:00.000,2022-03-11t17:29:00.000,2022-03-11t19:27:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-03-12t10:15:00.000,2022-03-12t10:15:00.000,ams,eham,,13,a08,2022-03-12t12:35:00.000,klm,kl,klm,1060,kl1060,klm1060,11a,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-03-12t17:25:00.000,2022-03-12t17:25:00.000,ams,eham,,8,a08,2022-03-12t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,6.0,2022-03-12t17:31:00.000,2022-03-12t17:31:00.000,2022-03-12t17:31:00.000,2022-03-12t19:30:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-03-13t10:15:00.000,2022-03-13t10:15:00.000,ams,eham,,8,a08,2022-03-13t12:35:00.000,klm,kl,klm,1060,kl1060,klm1060,11b,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-03-13t17:25:00.000,2022-03-13t17:25:00.000,ams,eham,2,11,d10,2022-03-13t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,,2022-03-13t17:24:00.000,2022-03-13t17:24:00.000,2022-03-13t17:24:00.000,2022-03-13t19:18:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-03-14t17:25:00.000,2022-03-14t17:25:00.000,ams,eham,2,11,d26,2022-03-14t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,10.0,2022-03-14t17:34:00.000,2022-03-14t17:34:00.000,2022-03-14t17:34:00.000,2022-03-14t19:35:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-03-17t17:25:00.000,2022-03-17t17:25:00.000,ams,eham,,8,a08,2022-03-17t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,6.0,2022-03-17t17:31:00.000,2022-03-17t17:31:00.000,2022-03-17t17:31:00.000,2022-03-17t19:23:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-03-18t17:25:00.000,2022-03-18t17:25:00.000,ams,eham,2,10,d22,2022-03-18t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,15.0,2022-03-18t17:39:00.000,2022-03-18t17:39:00.000,2022-03-18t17:39:00.000,2022-03-18t19:38:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-03-20t17:25:00.000,2022-03-20t17:25:00.000,ams,eham,,8,a08,2022-03-20t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,,,,,,,,,,,,,,,
departure,active,cwl,egff,2022-03-21t17:25:00.000,2022-03-21t17:20:00.000,ams,eham,,8,a08,2022-03-21t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,,2022-03-21t17:19:00.000,2022-03-21t17:19:00.000,2022-03-21t17:19:00.000,2022-03-21t19:17:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-03-23t17:25:00.000,2022-03-23t17:25:00.000,ams,eham,2,11,d31,2022-03-23t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,3.0,2022-03-23t17:28:00.000,2022-03-23t17:28:00.000,2022-03-23t17:28:00.000,2022-03-23t19:25:00.000,,,,,,,,,,
departure,active,cwl,egff,2022-03-24t17:25:00.000,2022-03-24t17:25:00.000,ams,eham,2,8,a08,2022-03-24t19:45:00.000,klm,kl,klm,1064,kl1064,klm1064,11b,2.0,2022-03-24t17:26:00.000,2022-03-24t17:26:00.000,2022-03-24t17:26:00.000,2022-03-24t19:28:00.000,,,,,,,,,,
