type,status,departure.iataCode,departure.icaoCode,departure.terminal,departure.gate,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.delay,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,arrival.terminal,arrival.baggage,arrival.gate,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber
departure,active,lgw,egkk,n,50,6.0,2022-01-08t16:40:00.000,2022-01-08t16:40:00.000,2022-01-08t16:46:00.000,2022-01-08t16:46:00.000,2022-01-08t16:46:00.000,dub,eidw,,2022-01-08t18:05:00.000,2022-01-08t17:44:00.000,ryanair,fr,ryr,158,fr158,ryr158,1,6,106,,,,,,,,,
departure,active,lgw,egkk,n,52,7.0,2022-01-08t17:45:00.000,2022-01-08t17:45:00.000,2022-01-08t17:52:00.000,2022-01-08t17:52:00.000,2022-01-08t17:52:00.000,dub,eidw,,2022-01-08t19:10:00.000,2022-01-08t18:46:00.000,ryanair,fr,ryr,117,fr117,ryr117,1,7,103,,,,,,,,,
departure,active,lgw,egkk,n,50,10.0,2022-01-08t18:55:00.000,2022-01-08t18:55:00.000,2022-01-08t19:04:00.000,2022-01-08t19:04:00.000,2022-01-08t19:04:00.000,alc,leal,,2022-01-08t22:25:00.000,2022-01-08t22:05:00.000,ryanair,fr,ryr,2715,fr2715,ryr2715,,7b,,,,,,,,,,
departure,active,lgw,egkk,n,49,5.0,2022-01-08t19:55:00.000,2022-01-08t19:55:00.000,2022-01-08t19:59:00.000,2022-01-08t19:59:00.000,2022-01-08t19:59:00.000,dub,eidw,,2022-01-08t21:20:00.000,2022-01-08t20:56:00.000,ryanair,fr,ryr,143,fr143,ryr143,1,7,vcc2,,,,,,,,,
departure,active,lgw,egkk,n,54,7.0,2022-01-08t19:55:00.000,2022-01-08t19:55:00.000,2022-01-08t20:01:00.000,2022-01-08t20:01:00.000,2022-01-08t20:01:00.000,agp,lemg,,2022-01-08t23:35:00.000,2022-01-08t23:24:00.000,ryanair,fr,ryr,160,fr160,ryr160,,,,,,,,,,,,
departure,active,lgw,egkk,n,50,1.0,2022-01-08t20:10:00.000,2022-01-08t20:01:00.000,2022-01-08t20:10:00.000,2022-01-08t20:10:00.000,2022-01-08t20:10:00.000,snn,einn,,2022-01-08t21:40:00.000,2022-01-08t21:20:00.000,ryanair,fr,ryr,1183,fr1183,ryr1183,,,,,,,,,,,,
departure,active,lgw,egkk,n,52,,2022-01-08t21:30:00.000,2022-01-08t21:30:00.000,2022-01-08t21:26:00.000,2022-01-08t21:26:00.000,2022-01-08t21:26:00.000,dub,eidw,,2022-01-08t22:50:00.000,2022-01-08t22:26:00.000,ryanair,fr,ryr,119,fr119,ryr119,1,6,104,2022-01-08t22:21:00.000,2022-01-08t22:21:00.000,2022-01-08t22:21:00.000,,,,,,
departure,active,lgw,egkk,n,48,10.0,2022-01-09t07:45:00.000,2022-01-09t07:40:00.000,2022-01-09t07:55:00.000,2022-01-09t07:55:00.000,2022-01-09t07:55:00.000,dub,eidw,,2022-01-09t09:10:00.000,2022-01-09t09:04:00.000,ryanair,fr,ryr,158,fr158,ryr158,1,8,103,,,,,,,,,
departure,active,lgw,egkk,n,51,3.0,2022-01-09t09:20:00.000,2022-01-09t09:20:00.000,2022-01-09t09:23:00.000,2022-01-09t09:23:00.000,2022-01-09t09:23:00.000,dub,eidw,,2022-01-09t11:00:00.000,2022-01-09t10:25:00.000,ryanair,fr,ryr,121,fr121,ryr121,1,6,110,,,,,,,,,
departure,active,lgw,egkk,n,47,,2022-01-09t10:10:00.000,2022-01-09t10:10:00.000,,,,dub,eidw,,2022-01-09t11:35:00.000,,ryanair,fr,ryr,113,fr113,ryr113,1,9,108,,,,,,,,,
departure,active,lgw,egkk,n,51,,2022-01-09t11:05:00.000,2022-01-09t11:05:00.000,,,,alc,leal,,2022-01-09t14:35:00.000,,ryanair,fr,ryr,2715,fr2715,ryr2715,,,,,,,,,,,,
departure,active,lgw,egkk,n,50,9.0,2022-01-09t11:55:00.000,2022-01-09t11:55:00.000,2022-01-09t12:03:00.000,2022-01-09t12:03:00.000,2022-01-09t12:03:00.000,ork,eick,,2022-01-09t13:10:00.000,2022-01-09t13:07:00.000,ryanair,fr,ryr,9853,fr9853,ryr9853,,,,,,,,,,,,
departure,active,lgw,egkk,n,51,11.0,2022-01-09t13:30:00.000,2022-01-09t13:30:00.000,2022-01-09t13:40:00.000,2022-01-09t13:40:00.000,2022-01-09t13:40:00.000,dub,eidw,,2022-01-09t14:55:00.000,2022-01-09t14:41:00.000,ryanair,fr,ryr,115,fr115,ryr115,1,6,111,,,,,,,,,
departure,active,lgw,egkk,n,52,12.0,2022-01-09t15:45:00.000,2022-01-09t15:45:00.000,2022-01-09t15:57:00.000,2022-01-09t15:57:00.000,2022-01-09t15:57:00.000,dub,eidw,,2022-01-09t17:10:00.000,2022-01-09t16:53:00.000,ryanair,fr,ryr,123,fr123,ryr123,1,9,102,,,,,,,,,
departure,active,lgw,egkk,n,50,3.0,2022-01-09t17:45:00.000,2022-01-09t17:45:00.000,2022-01-09t17:47:00.000,2022-01-09t17:47:00.000,2022-01-09t17:47:00.000,dub,eidw,,2022-01-09t19:10:00.000,2022-01-09t18:40:00.000,ryanair,fr,ryr,117,fr117,ryr117,1,9,103,,,,,,,,,
departure,active,lgw,egkk,n,51,4.0,2022-01-09t18:30:00.000,2022-01-09t18:30:00.000,2022-01-09t18:33:00.000,2022-01-09t18:33:00.000,2022-01-09t18:33:00.000,dub,eidw,,2022-01-09t19:55:00.000,2022-01-09t19:31:00.000,ryanair,fr,ryr,143,fr143,ryr143,1,6,112,,,,,,,,,
departure,active,lgw,egkk,n,50,14.0,2022-01-09t19:00:00.000,2022-01-09t19:14:00.000,,,,dub,eidw,,2022-01-09t20:25:00.000,,ryanair,fr,ryr,127,fr127,ryr127,1,6,106,,,,,,,,,
departure,active,lgw,egkk,n,50,41.0,2022-01-09t19:50:00.000,2022-01-09t19:50:00.000,2022-01-09t20:31:00.000,2022-01-09t20:31:00.000,2022-01-09t20:31:00.000,agp,lemg,,2022-01-09t23:30:00.000,,ryanair,fr,ryr,160,fr160,ryr160,,,,,,,,,,,,
departure,active,lgw,egkk,n,52,1.0,2022-01-09t20:10:00.000,2022-01-09t20:10:00.000,2022-01-09t20:11:00.000,2022-01-09t20:11:00.000,2022-01-09t20:11:00.000,snn,einn,,2022-01-09t21:40:00.000,2022-01-09t21:17:00.000,ryanair,fr,ryr,1183,fr1183,ryr1183,,,,,,,,,,,,
departure,active,lgw,egkk,n,51,,2022-01-09t21:30:00.000,2022-01-09t21:30:00.000,2022-01-09t21:28:00.000,2022-01-09t21:28:00.000,2022-01-09t21:28:00.000,dub,eidw,,2022-01-09t22:50:00.000,2022-01-09t22:23:00.000,ryanair,fr,ryr,119,fr119,ryr119,1,6,107,,,,,,,,,
departure,active,lgw,egkk,n,50,16.0,2022-01-10t07:55:00.000,2022-01-10t07:55:00.000,2022-01-10t08:10:00.000,2022-01-10t08:10:00.000,2022-01-10t08:10:00.000,ork,eick,7.0,2022-01-10t09:10:00.000,2022-01-10t09:16:00.000,ryanair,fr,ryr,9853,fr9853,ryr9853,,,,,,,,,,,,
departure,active,lgw,egkk,n,51,,2022-01-10t08:35:00.000,2022-01-10t08:35:00.000,2022-01-10t08:35:00.000,2022-01-10t08:35:00.000,2022-01-10t08:35:00.000,dub,eidw,,2022-01-10t09:55:00.000,2022-01-10t09:29:00.000,ryanair,fr,ryr,121,fr121,ryr121,1,8,102,,,,,,,,,
departure,active,lgw,egkk,n,51,4.0,2022-01-10t13:10:00.000,2022-01-10t13:10:00.000,2022-01-10t13:13:00.000,2022-01-10t13:13:00.000,2022-01-10t13:13:00.000,snn,einn,,2022-01-10t14:40:00.000,2022-01-10t14:21:00.000,ryanair,fr,ryr,1183,fr1183,ryr1183,,,,,,,,,,,,
departure,active,lgw,egkk,n,51,12.0,2022-01-10t17:35:00.000,2022-01-10t17:34:00.000,2022-01-10t17:46:00.000,2022-01-10t17:46:00.000,2022-01-10t17:46:00.000,alc,leal,,2022-01-10t21:05:00.000,2022-01-10t20:50:00.000,ryanair,fr,ryr,2715,fr2715,ryr2715,,,,,,,,,,,,
departure,active,lgw,egkk,n,53,7.0,2022-01-10t17:45:00.000,2022-01-10t17:52:00.000,,,,dub,eidw,,2022-01-10t19:10:00.000,,ryanair,fr,ryr,117,fr117,ryr117,1,8,106,,,,,,,,,
departure,active,lgw,egkk,n,51,16.0,2022-01-10t19:00:00.000,2022-01-10t19:04:00.000,2022-01-10t19:15:00.000,2022-01-10t19:15:00.000,2022-01-10t19:15:00.000,agp,lemg,1.0,2022-01-10t22:40:00.000,2022-01-10t22:41:00.000,ryanair,fr,ryr,160,fr160,ryr160,,,,,,,,,,,,
departure,active,lgw,egkk,n,51,2.0,2022-01-10t21:30:00.000,2022-01-10t21:30:00.000,2022-01-10t21:31:00.000,2022-01-10t21:31:00.000,2022-01-10t21:31:00.000,dub,eidw,,2022-01-10t22:50:00.000,2022-01-10t22:24:00.000,ryanair,fr,ryr,119,fr119,ryr119,1,7,104,,,,,,,,,
departure,active,lgw,egkk,n,50,2.0,2022-01-11t08:50:00.000,2022-01-11t08:50:00.000,2022-01-11t08:52:00.000,2022-01-11t08:52:00.000,2022-01-11t08:52:00.000,dub,eidw,,2022-01-11t10:30:00.000,2022-01-11t09:51:00.000,ryanair,fr,ryr,121,fr121,ryr121,1,7,113,,,,,,,,,
departure,active,lgw,egkk,n,50,7.0,2022-01-11t09:40:00.000,2022-01-11t09:37:00.000,2022-01-11t09:46:00.000,2022-01-11t09:46:00.000,2022-01-11t09:46:00.000,dub,eidw,,2022-01-11t11:05:00.000,2022-01-11t10:44:00.000,ryanair,fr,ryr,113,fr113,ryr113,1,8,104,,,,,,,,,
departure,active,lgw,egkk,n,52,5.0,2022-01-11t21:30:00.000,2022-01-11t21:30:00.000,2022-01-11t21:35:00.000,2022-01-11t21:35:00.000,2022-01-11t21:35:00.000,dub,eidw,,2022-01-11t22:50:00.000,2022-01-11t22:30:00.000,ryanair,fr,ryr,119,fr119,ryr119,1,8,113,2022-01-11t22:24:00.000,2022-01-11t22:24:00.000,2022-01-11t22:24:00.000,,,,,,
departure,active,lgw,egkk,n,47,18.0,2022-01-12t08:45:00.000,2022-01-12t08:40:00.000,2022-01-12t09:02:00.000,2022-01-12t09:02:00.000,2022-01-12t09:02:00.000,dub,eidw,,2022-01-12t10:25:00.000,2022-01-12t09:59:00.000,ryanair,fr,ryr,121,fr121,ryr121,1,7,113,,,,,,,,,
departure,active,lgw,egkk,n,47,19.0,2022-01-12t11:15:00.000,2022-01-12t11:15:00.000,2022-01-12t11:34:00.000,2022-01-12t11:34:00.000,2022-01-12t11:34:00.000,dub,eidw,,2022-01-12t12:40:00.000,2022-01-12t12:30:00.000,ryanair,fr,ryr,158,fr158,ryr158,1,6,108,,,,,,,,,
departure,active,lgw,egkk,n,51,,2022-01-12t17:15:00.000,2022-01-12t17:15:00.000,,,,alc,leal,,2022-01-12t20:45:00.000,,ryanair,fr,ryr,2715,fr2715,ryr2715,,5b,,,,,,,,,,
departure,active,lgw,egkk,n,48,4.0,2022-01-12t17:45:00.000,2022-01-12t17:45:00.000,2022-01-12t17:49:00.000,2022-01-12t17:49:00.000,2022-01-12t17:49:00.000,dub,eidw,,2022-01-12t19:10:00.000,2022-01-12t18:42:00.000,ryanair,fr,ryr,117,fr117,ryr117,1,6,102,,,,,,,,,
departure,active,lgw,egkk,n,562,15.0,2022-01-13t09:40:00.000,2022-01-13t09:40:00.000,2022-01-13t09:54:00.000,2022-01-13t09:54:00.000,2022-01-13t09:54:00.000,dub,eidw,,2022-01-13t11:05:00.000,2022-01-13t10:50:00.000,ryanair,fr,ryr,113,fr113,ryr113,1,6,103,,,,,,,,,
departure,active,lgw,egkk,n,560,12.0,2022-01-13t13:20:00.000,2022-01-13t13:20:00.000,2022-01-13t13:32:00.000,2022-01-13t13:32:00.000,2022-01-13t13:32:00.000,dub,eidw,,2022-01-13t14:45:00.000,2022-01-13t14:23:00.000,ryanair,fr,ryr,115,fr115,ryr115,1,6,103,,,,,,,,,
departure,active,lgw,egkk,n,49,5.0,2022-01-13t21:30:00.000,2022-01-13t21:26:00.000,2022-01-13t21:35:00.000,2022-01-13t21:35:00.000,2022-01-13t21:35:00.000,dub,eidw,,2022-01-13t22:50:00.000,2022-01-13t22:28:00.000,ryanair,fr,ryr,119,fr119,ryr119,1,6,105,,,,,,,,,
departure,active,lgw,egkk,n,51,10.0,2022-01-14t09:00:00.000,2022-01-14t09:00:00.000,2022-01-14t09:09:00.000,2022-01-14t09:09:00.000,2022-01-14t09:09:00.000,dub,eidw,,2022-01-14t10:20:00.000,2022-01-14t10:07:00.000,ryanair,fr,ryr,121,fr121,ryr121,1,6,111,,,,,,,,,
departure,active,lgw,egkk,n,51,14.0,2022-01-14t09:45:00.000,2022-01-14t09:45:00.000,2022-01-14t09:59:00.000,2022-01-14t09:59:00.000,2022-01-14t09:59:00.000,dub,eidw,,2022-01-14t11:00:00.000,2022-01-14t10:50:00.000,ryanair,fr,ryr,266,fr266,ryr266,1,7,110,,,,,,,,,
departure,active,lgw,egkk,n,52,23.0,2022-01-14t11:20:00.000,2022-01-14t11:20:00.000,2022-01-14t11:43:00.000,2022-01-14t11:43:00.000,2022-01-14t11:43:00.000,ork,eick,11.0,2022-01-14t12:35:00.000,2022-01-14t12:45:00.000,ryanair,fr,ryr,9853,fr9853,ryr9853,,,,,,,,,,,,
departure,active,lgw,egkk,n,52,11.0,2022-01-14t13:10:00.000,2022-01-14t13:10:00.000,2022-01-14t13:20:00.000,2022-01-14t13:20:00.000,2022-01-14t13:20:00.000,snn,einn,,2022-01-14t14:40:00.000,2022-01-14t14:24:00.000,ryanair,fr,ryr,1183,fr1183,ryr1183,,,,,,,,,,,,
departure,active,lgw,egkk,n,52,4.0,2022-01-14t14:55:00.000,2022-01-14t14:50:00.000,2022-01-14t14:59:00.000,2022-01-14t14:59:00.000,2022-01-14t14:59:00.000,dub,eidw,,2022-01-14t16:20:00.000,2022-01-14t15:51:00.000,ryanair,fr,ryr,123,fr123,ryr123,1,6,107,,,,,,,,,
departure,active,lgw,egkk,n,52,13.0,2022-01-14t16:35:00.000,2022-01-14t16:35:00.000,2022-01-14t16:48:00.000,2022-01-14t16:48:00.000,2022-01-14t16:48:00.000,agp,lemg,,2022-01-14t20:15:00.000,2022-01-14t20:12:00.000,ryanair,fr,ryr,160,fr160,ryr160,,,,,,,,,,,,
departure,active,lgw,egkk,n,54,24.0,2022-01-14t17:35:00.000,2022-01-14t17:45:00.000,2022-01-14t17:58:00.000,2022-01-14t17:58:00.000,2022-01-14t17:58:00.000,alc,leal,,2022-01-14t21:05:00.000,2022-01-14t21:01:00.000,ryanair,fr,ryr,2715,fr2715,ryr2715,,,,,,,,,,,,
departure,active,lgw,egkk,n,50,8.0,2022-01-14t21:30:00.000,2022-01-14t21:30:00.000,2022-01-14t21:37:00.000,2022-01-14t21:37:00.000,2022-01-14t21:37:00.000,dub,eidw,,2022-01-14t22:50:00.000,2022-01-14t22:32:00.000,ryanair,fr,ryr,119,fr119,ryr119,1,6,103,,,,,,,,,
departure,active,lgw,egkk,n,51,19.0,2022-01-15t08:50:00.000,2022-01-15t08:50:00.000,2022-01-15t09:08:00.000,2022-01-15t09:08:00.000,2022-01-15t09:08:00.000,dub,eidw,,2022-01-15t10:10:00.000,2022-01-15t10:03:00.000,ryanair,fr,ryr,121,fr121,ryr121,1,6,108,,,,,,,,,
departure,active,lgw,egkk,n,51,22.0,2022-01-15t09:45:00.000,2022-01-15t09:45:00.000,2022-01-15t10:07:00.000,2022-01-15t10:07:00.000,2022-01-15t10:07:00.000,dub,eidw,,2022-01-15t11:00:00.000,2022-01-15t10:59:00.000,ryanair,fr,ryr,266,fr266,ryr266,1,6,105,,,,,,,,,
departure,active,lgw,egkk,n,52,6.0,2022-01-15t15:10:00.000,2022-01-15t15:10:00.000,2022-01-15t15:15:00.000,2022-01-15t15:15:00.000,2022-01-15t15:15:00.000,dub,eidw,,2022-01-15t16:35:00.000,2022-01-15t16:04:00.000,ryanair,fr,ryr,123,fr123,ryr123,1,6,102,,,,,,,,,
departure,active,lgw,egkk,n,51,4.0,2022-01-15t19:55:00.000,2022-01-15t19:55:00.000,2022-01-15t19:58:00.000,2022-01-15t19:58:00.000,2022-01-15t19:58:00.000,agp,lemg,,2022-01-15t23:35:00.000,2022-01-15t23:19:00.000,ryanair,fr,ryr,160,fr160,ryr160,,,,,,,,,,,,
departure,active,lgw,egkk,n,52,,2022-01-15t20:10:00.000,2022-01-15t20:10:00.000,2022-01-15t20:08:00.000,2022-01-15t20:08:00.000,2022-01-15t20:08:00.000,snn,einn,,2022-01-15t21:40:00.000,2022-01-15t21:07:00.000,ryanair,fr,ryr,1183,fr1183,ryr1183,,,,,,,,,,,,
departure,active,lgw,egkk,n,52,14.0,2022-01-15t21:30:00.000,2022-01-15t21:33:00.000,2022-01-15t21:43:00.000,2022-01-15t21:43:00.000,2022-01-15t21:43:00.000,dub,eidw,,2022-01-15t22:50:00.000,2022-01-15t22:28:00.000,ryanair,fr,ryr,119,fr119,ryr119,1,6,109,,,,,,,,,
departure,active,lgw,egkk,n,562,4.0,2022-01-16t09:20:00.000,2022-01-16t09:20:00.000,2022-01-16t09:23:00.000,2022-01-16t09:23:00.000,2022-01-16t09:23:00.000,dub,eidw,,2022-01-16t11:00:00.000,2022-01-16t10:16:00.000,ryanair,fr,ryr,121,fr121,ryr121,1,9,104,,,,,,,,,
departure,active,lgw,egkk,n,49,18.0,2022-01-16t09:45:00.000,2022-01-16t09:45:00.000,2022-01-16t10:02:00.000,2022-01-16t10:02:00.000,2022-01-16t10:02:00.000,dub,eidw,,2022-01-16t11:00:00.000,2022-01-16t10:59:00.000,ryanair,fr,ryr,266,fr266,ryr266,1,7,103,,,,,,,,,
departure,active,lgw,egkk,n,54,,2022-01-16t11:05:00.000,2022-01-16t11:05:00.000,,,,alc,leal,,2022-01-16t14:35:00.000,,ryanair,fr,ryr,2715,fr2715,ryr2715,,,,,,,,,,,,
departure,active,lgw,egkk,n,50,16.0,2022-01-16t11:55:00.000,2022-01-16t11:55:00.000,2022-01-16t12:11:00.000,2022-01-16t12:11:00.000,2022-01-16t12:11:00.000,ork,eick,2.0,2022-01-16t13:10:00.000,2022-01-16t13:12:00.000,ryanair,fr,ryr,9853,fr9853,ryr9853,,,,,,,,,,,,
departure,active,lgw,egkk,n,50,9.0,2022-01-16t17:45:00.000,2022-01-16t17:45:00.000,2022-01-16t17:54:00.000,2022-01-16t17:54:00.000,2022-01-16t17:54:00.000,dub,eidw,,2022-01-16t19:10:00.000,2022-01-16t18:47:00.000,ryanair,fr,ryr,117,fr117,ryr117,1,6,105,,,,,,,,,
departure,active,lgw,egkk,n,51,14.0,2022-01-16t19:50:00.000,2022-01-16t19:50:00.000,2022-01-16t20:03:00.000,2022-01-16t20:03:00.000,2022-01-16t20:03:00.000,agp,lemg,,2022-01-16t23:30:00.000,2022-01-16t23:24:00.000,ryanair,fr,ryr,160,fr160,ryr160,,,,,,,,,,,,
departure,active,lgw,egkk,n,52,3.0,2022-01-16t20:10:00.000,2022-01-16t20:02:00.000,2022-01-16t20:12:00.000,2022-01-16t20:12:00.000,2022-01-16t20:12:00.000,snn,einn,,2022-01-16t21:40:00.000,2022-01-16t21:14:00.000,ryanair,fr,ryr,1183,fr1183,ryr1183,,,,,,,,,,,,
departure,active,lgw,egkk,n,53,,2022-01-16t21:30:00.000,2022-01-16t21:30:00.000,2022-01-16t21:29:00.000,2022-01-16t21:29:00.000,2022-01-16t21:29:00.000,dub,eidw,,2022-01-16t22:50:00.000,2022-01-16t22:20:00.000,ryanair,fr,ryr,119,fr119,ryr119,1,6,103,2022-01-16t22:20:00.000,2022-01-16t22:20:00.000,2022-01-16t22:20:00.000,,,,,,
departure,active,lgw,egkk,n,50,8.0,2022-01-17t07:55:00.000,2022-01-17t07:51:00.000,2022-01-17t08:03:00.000,2022-01-17t08:03:00.000,2022-01-17t08:03:00.000,ork,eick,,2022-01-17t09:10:00.000,2022-01-17t08:59:00.000,ryanair,fr,ryr,9853,fr9853,ryr9853,,,,,,,,,,,,
departure,active,lgw,egkk,n,50,8.0,2022-01-17t08:35:00.000,2022-01-17t08:35:00.000,2022-01-17t08:43:00.000,2022-01-17t08:43:00.000,2022-01-17t08:43:00.000,dub,eidw,,2022-01-17t09:55:00.000,2022-01-17t09:31:00.000,ryanair,fr,ryr,121,fr121,ryr121,1,6,113,,,,,,,,,
departure,active,lgw,egkk,n,51,25.0,2022-01-17t09:45:00.000,2022-01-17t09:45:00.000,2022-01-17t10:10:00.000,2022-01-17t10:10:00.000,2022-01-17t10:10:00.000,dub,eidw,3.0,2022-01-17t11:00:00.000,2022-01-17t11:03:00.000,ryanair,fr,ryr,266,fr266,ryr266,1,7,112,,,,,,,,,
departure,active,lgw,egkk,n,50,,2022-01-17t13:10:00.000,2022-01-17t13:10:00.000,2022-01-17t13:09:00.000,2022-01-17t13:09:00.000,2022-01-17t13:09:00.000,snn,einn,,2022-01-17t14:40:00.000,2022-01-17t14:06:00.000,ryanair,fr,ryr,1183,fr1183,ryr1183,,,,,,,,,,,,
departure,active,lgw,egkk,n,53,20.0,2022-01-17t17:35:00.000,2022-01-17t17:43:00.000,2022-01-17t17:55:00.000,2022-01-17t17:55:00.000,2022-01-17t17:55:00.000,alc,leal,,2022-01-17t21:05:00.000,2022-01-17t20:56:00.000,ryanair,fr,ryr,2715,fr2715,ryr2715,,5b,,,,,,,,,,
departure,active,lgw,egkk,n,48,9.0,2022-01-17t17:45:00.000,2022-01-17t17:38:00.000,2022-01-17t17:54:00.000,2022-01-17t17:54:00.000,2022-01-17t17:54:00.000,dub,eidw,,2022-01-17t19:10:00.000,2022-01-17t18:50:00.000,ryanair,fr,ryr,117,fr117,ryr117,1,8,105,,,,,,,,,
departure,active,lgw,egkk,n,53,14.0,2022-01-17t19:00:00.000,2022-01-17t18:58:00.000,2022-01-17t19:14:00.000,2022-01-17t19:14:00.000,2022-01-17t19:14:00.000,agp,lemg,,2022-01-17t22:40:00.000,2022-01-17t22:34:00.000,ryanair,fr,ryr,160,fr160,ryr160,,,,,,,,,,,,
departure,active,lgw,egkk,n,51,11.0,2022-01-17t21:30:00.000,2022-01-17t21:28:00.000,2022-01-17t21:41:00.000,2022-01-17t21:41:00.000,2022-01-17t21:41:00.000,dub,eidw,,2022-01-17t22:50:00.000,2022-01-17t22:30:00.000,ryanair,fr,ryr,119,fr119,ryr119,1,8,107,,,,,,,,,
departure,active,lgw,egkk,n,53,4.0,2022-01-18t08:50:00.000,2022-01-18t08:38:00.000,2022-01-18t08:54:00.000,2022-01-18t08:54:00.000,2022-01-18t08:54:00.000,dub,eidw,,2022-01-18t10:30:00.000,2022-01-18t09:53:00.000,ryanair,fr,ryr,121,fr121,ryr121,1,6,105,,,,,,,,,
departure,active,lgw,egkk,n,49,26.0,2022-01-18t09:40:00.000,2022-01-18t09:40:00.000,2022-01-18t10:05:00.000,2022-01-18t10:05:00.000,2022-01-18t10:05:00.000,dub,eidw,,2022-01-18t11:05:00.000,2022-01-18t11:01:00.000,ryanair,fr,ryr,113,fr113,ryr113,1,8,1xn,,,,,,,,,
departure,active,lgw,egkk,n,51,15.0,2022-01-18t21:30:00.000,2022-01-18t21:30:00.000,2022-01-18t21:45:00.000,2022-01-18t21:45:00.000,2022-01-18t21:45:00.000,dub,eidw,,2022-01-18t22:50:00.000,2022-01-18t22:39:00.000,ryanair,fr,ryr,119,fr119,ryr119,1,7,1xn,,,,,,,,,
departure,active,lgw,egkk,n,50,9.0,2022-01-19t08:45:00.000,2022-01-19t08:45:00.000,2022-01-19t08:53:00.000,2022-01-19t08:53:00.000,2022-01-19t08:53:00.000,dub,eidw,,2022-01-19t10:25:00.000,2022-01-19t09:50:00.000,ryanair,fr,ryr,121,fr121,ryr121,1,8,106,,,,,,,,,
departure,active,lgw,egkk,n,53,3.0,2022-01-19t11:15:00.000,2022-01-19t11:15:00.000,2022-01-19t11:17:00.000,2022-01-19t11:17:00.000,2022-01-19t11:17:00.000,dub,eidw,,2022-01-19t12:40:00.000,2022-01-19t12:12:00.000,ryanair,fr,ryr,158,fr158,ryr158,1,7,105,,,,,,,,,
departure,active,lgw,egkk,n,52,6.0,2022-01-19t17:15:00.000,2022-01-19t17:10:00.000,2022-01-19t17:21:00.000,2022-01-19t17:21:00.000,2022-01-19t17:21:00.000,alc,leal,,2022-01-19t20:45:00.000,2022-01-19t20:18:00.000,ryanair,fr,ryr,2715,fr2715,ryr2715,,,,,,,,,,,,
departure,active,lgw,egkk,n,53,6.0,2022-01-19t17:45:00.000,2022-01-19t17:45:00.000,2022-01-19t17:51:00.000,2022-01-19t17:51:00.000,2022-01-19t17:51:00.000,dub,eidw,,2022-01-19t19:10:00.000,2022-01-19t18:42:00.000,ryanair,fr,ryr,117,fr117,ryr117,1,8,109,,,,,,,,,
departure,active,lgw,egkk,n,50,3.0,2022-01-20t09:40:00.000,2022-01-20t09:43:00.000,,,,dub,eidw,,2022-01-20t11:05:00.000,,ryanair,fr,ryr,113,fr113,ryr113,1,7,112,,,,,,,,,
departure,active,lgw,egkk,n,52,6.0,2022-01-20t09:45:00.000,2022-01-20t09:45:00.000,2022-01-20t09:50:00.000,2022-01-20t09:50:00.000,2022-01-20t09:50:00.000,dub,eidw,,2022-01-20t11:00:00.000,2022-01-20t10:44:00.000,ryanair,fr,ryr,266,fr266,ryr266,1,7,110,,,,,,,,,
departure,active,lgw,egkk,n,50,6.0,2022-01-20t13:20:00.000,2022-01-20t13:45:00.000,2022-01-20t13:25:00.000,2022-01-20t13:25:00.000,2022-01-20t13:25:00.000,dub,eidw,,2022-01-20t14:45:00.000,2022-01-20t14:21:00.000,ryanair,fr,ryr,115,fr115,ryr115,1,5,104,,,,,,,,,
departure,active,lgw,egkk,n,53,7.0,2022-01-20t21:30:00.000,2022-01-20t21:28:00.000,2022-01-20t21:37:00.000,2022-01-20t21:37:00.000,2022-01-20t21:37:00.000,dub,eidw,,2022-01-20t22:50:00.000,2022-01-20t22:31:00.000,ryanair,fr,ryr,119,fr119,ryr119,1,3,102,,,,,,,,,
departure,active,lgw,egkk,n,47,5.0,2022-01-21t09:00:00.000,2022-01-21t09:00:00.000,2022-01-21t09:05:00.000,2022-01-21t09:05:00.000,2022-01-21t09:05:00.000,dub,eidw,,2022-01-21t10:20:00.000,2022-01-21t09:57:00.000,ryanair,fr,ryr,121,fr121,ryr121,1,3,103,,,,,,,,,
departure,active,lgw,egkk,n,46,27.0,2022-01-21t09:45:00.000,2022-01-21t09:55:00.000,2022-01-21t10:11:00.000,2022-01-21t10:11:00.000,2022-01-21t10:11:00.000,dub,eidw,3.0,2022-01-21t11:00:00.000,2022-01-21t11:03:00.000,ryanair,fr,ryr,266,fr266,ryr266,1,3,106,,,,,,,,,
departure,active,lgw,egkk,n,51,19.0,2022-01-21t11:20:00.000,2022-01-21t11:20:00.000,2022-01-21t11:38:00.000,2022-01-21t11:38:00.000,2022-01-21t11:38:00.000,ork,eick,,2022-01-21t12:35:00.000,2022-01-21t12:28:00.000,ryanair,fr,ryr,9853,fr9853,ryr9853,,,,,,,,,,,,
