type,status,departure.iataCode,departure.icaoCode,departure.gate,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.baggage,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,arrival.gate,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,arrival.delay,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber
departure,active,lba,egnm,,,2022-01-02t07:30:00.000,2022-01-02t07:30:00.000,,,,fnc,lpma,,,2022-01-02t11:30:00.000,,jet2,ls,exs,389,ls389,exs389,,,,,,,,,,,
departure,active,lba,egnm,,,2022-01-02t08:00:00.000,2022-01-02t08:00:00.000,,,,ayt,ltai,1,,2022-01-02t15:30:00.000,,jet2,ls,exs,213,ls213,exs213,,,,,,,,,,,
departure,active,lba,egnm,,,2022-01-02t08:20:00.000,2022-01-02t08:20:00.000,,,,tfs,gcts,,a3,2022-01-02t13:00:00.000,,jet2,ls,exs,223,ls223,exs223,,,,,,,,,,,
departure,active,lba,egnm,7,8.0,2022-01-02t09:30:00.000,2022-01-02t09:30:00.000,2022-01-02t09:38:00.000,2022-01-02t09:38:00.000,2022-01-02t09:38:00.000,lpa,gclp,,41,2022-01-02t14:15:00.000,2022-01-02t13:58:00.000,jet2,ls,exs,477,ls477,exs477,,,,,,,,,,,
departure,active,lba,egnm,10,,2022-01-02t09:45:00.000,2022-01-02t09:45:00.000,,,,ace,gcrr,1,5,2022-01-02t14:10:00.000,,jet2,ls,exs,217,ls217,exs217,,,,,,,,,,,
departure,cancelled,lba,egnm,3,,2022-01-02t11:10:00.000,,,,,gva,lsgg,2,22,2022-01-02t14:10:00.000,,jet2,ls,exs,285,ls285,exs285,,,,,,,,,,,
departure,active,lba,egnm,8,6.0,2022-01-02t13:50:00.000,2022-01-02t13:50:00.000,2022-01-02t13:56:00.000,2022-01-02t13:56:00.000,2022-01-02t13:56:00.000,fue,gcfv,,4,2022-01-02t18:20:00.000,2022-01-02t18:08:00.000,jet2,ls,exs,249,ls249,exs249,,,,,,,,,,,
departure,active,lba,egnm,3,,2022-01-02t14:55:00.000,2022-01-02t14:55:00.000,,,,fao,lpfr,,,2022-01-02t18:05:00.000,,jet2,ls,exs,251,ls251,exs251,,,,,,,,,,,
departure,active,lba,egnm,,12.0,2022-01-02t08:00:00.000,2022-01-02t08:12:00.000,,,,cmf,lflb,,,2022-01-02t10:57:00.000,,jet2,ls,exs,417,ls417,exs417,,,,,,,,,,,
departure,active,lba,egnm,,12.0,2022-01-02t17:45:00.000,2022-01-02t17:57:00.000,,,,ams,eham,,,2022-01-02t19:46:00.000,,jet2,ls,exs,205,ls205,exs205,,,,,,,,,,,
departure,active,lba,egnm,8,,2022-01-03t07:00:00.000,2022-01-03t07:00:00.000,,,,agp,lemg,,,2022-01-03t11:05:00.000,,jet2,ls,exs,185,ls185,exs185,,,,,,,,,,,
departure,active,lba,egnm,10,11.0,2022-01-03t07:00:00.000,2022-01-03t07:00:00.000,2022-01-03t07:11:00.000,2022-01-03t07:11:00.000,2022-01-03t07:11:00.000,alc,leal,,,2022-01-03t10:55:00.000,2022-01-03t10:42:00.000,jet2,ls,exs,271,ls271,exs271,,,,,,,,,,,
departure,active,lba,egnm,7,,2022-01-03t08:20:00.000,2022-01-03t08:20:00.000,,,,tfs,gcts,,a1,2022-01-03t13:00:00.000,,jet2,ls,exs,223,ls223,exs223,,,,,,,,,,,
departure,active,lba,egnm,,,2022-01-03t09:10:00.000,2022-01-03t09:10:00.000,,,,gva,lsgg,2,7,2022-01-03t12:10:00.000,,jet2,ls,exs,285,ls285,exs285,,,,,,,,,,,
departure,active,lba,egnm,,,2022-01-03t09:35:00.000,2022-01-03t09:35:00.000,,,,fao,lpfr,,,2022-01-03t12:45:00.000,,jet2,ls,exs,251,ls251,exs251,,,,,,,,,,,
departure,active,lba,egnm,,,2022-01-03t09:45:00.000,2022-01-03t09:45:00.000,,,,ace,gcrr,1,3,2022-01-03t14:10:00.000,,jet2,ls,exs,217,ls217,exs217,,,,,,,,,,,
departure,active,lba,egnm,,,2022-01-03t09:55:00.000,2022-01-03t09:55:00.000,,,,szg,lows,,,2022-01-03t13:05:00.000,,jet2,ls,exs,383,ls383,exs383,,,,,,,,,,,
departure,active,lba,egnm,9,,2022-01-03t10:20:00.000,2022-01-03t10:20:00.000,2022-01-03t10:20:00.000,2022-01-03t10:20:00.000,2022-01-03t10:20:00.000,tfs,gcts,,a6,2022-01-03t15:00:00.000,2022-01-03t14:45:00.000,jet2,ls,exs,243,ls243,exs243,,,,,,,,,,,
departure,active,lba,egnm,8,,2022-01-03t14:50:00.000,2022-01-03t14:50:00.000,,,,prg,lkpr,1,12,2022-01-03t18:05:00.000,,jet2,ls,exs,195,ls195,exs195,,,,,,,,,,,
departure,active,lba,egnm,,,2022-01-03t15:15:00.000,2022-01-03t15:15:00.000,,,,krk,epkk,t,,2022-01-03t18:50:00.000,,jet2,ls,exs,295,ls295,exs295,,,,,,,,,,,
departure,active,lba,egnm,,12.0,2022-01-03t16:15:00.000,2022-01-03t16:27:00.000,,,,ams,eham,,,2022-01-03t18:15:00.000,,jet2,ls,exs,205,ls205,exs205,,,,,,,,,,,
departure,active,lba,egnm,5,30.0,2022-01-04t08:00:00.000,2022-01-04t08:30:00.000,,,,gva,lsgg,2,6,2022-01-04t11:00:00.000,,jet2,ls,exs,285,ls285,exs285,,,,,,,,,,,
departure,active,lba,egnm,6,10.0,2022-01-04t08:20:00.000,2022-01-04t08:30:00.000,,,,tfs,gcts,,a3,2022-01-04t13:00:00.000,,jet2,ls,exs,223,ls223,exs223,,,,,,,,,,,
departure,active,lba,egnm,8,16.0,2022-01-04t09:15:00.000,2022-01-04t09:15:00.000,2022-01-04t09:30:00.000,2022-01-04t09:30:00.000,2022-01-04t09:30:00.000,fue,gcfv,,5,2022-01-04t13:45:00.000,2022-01-04t13:43:00.000,jet2,ls,exs,249,ls249,exs249,,,,,,,,,,,
departure,active,lba,egnm,9,16.0,2022-01-04t09:30:00.000,2022-01-04t09:30:00.000,2022-01-04t09:45:00.000,2022-01-04t09:45:00.000,2022-01-04t09:45:00.000,lpa,gclp,,43,2022-01-04t14:15:00.000,2022-01-04t14:04:00.000,jet2,ls,exs,477,ls477,exs477,,,,,,,,,,,
departure,active,lba,egnm,3,15.0,2022-01-04t09:35:00.000,2022-01-04t09:35:00.000,2022-01-04t09:49:00.000,2022-01-04t09:49:00.000,2022-01-04t09:49:00.000,fao,lpfr,,,2022-01-04t12:45:00.000,2022-01-04t12:41:00.000,jet2,ls,exs,251,ls251,exs251,,,,,,,,,,,
departure,active,lba,egnm,8,14.0,2022-01-04t09:45:00.000,2022-01-04t09:45:00.000,2022-01-04t09:59:00.000,2022-01-04t09:59:00.000,2022-01-04t09:59:00.000,ace,gcrr,1,7,2022-01-04t14:10:00.000,2022-01-04t14:04:00.000,jet2,ls,exs,217,ls217,exs217,,,,,,,,,,,
departure,active,lba,egnm,6,,2022-01-04t10:00:00.000,2022-01-04t10:00:00.000,,,,agp,lemg,,,2022-01-04t14:05:00.000,,jet2,ls,exs,185,ls185,exs185,,,,,,,,,,,
departure,active,lba,egnm,8,,2022-01-04t10:50:00.000,2022-01-04t10:50:00.000,,,,alc,leal,,,2022-01-04t14:45:00.000,,jet2,ls,exs,271,ls271,exs271,,,,,,,,,,,
departure,active,lba,egnm,8,11.0,2022-01-04t13:50:00.000,2022-01-04t13:50:00.000,2022-01-04t14:01:00.000,2022-01-04t14:01:00.000,2022-01-04t14:01:00.000,tfs,gcts,,a2,2022-01-04t18:30:00.000,2022-01-04t18:25:00.000,jet2,ls,exs,243,ls243,exs243,,,,,,,,,,,
departure,scheduled,lba,egnm,,87.0,2022-01-05t07:30:00.000,2022-01-05t08:57:00.000,,,,fnc,lpma,,,2022-01-05t11:30:00.000,,jet2,ls,exs,389,ls389,exs389,,,,,,,,,,,
departure,active,lba,egnm,,,2022-01-05t08:20:00.000,2022-01-05t08:20:00.000,,,,tfs,gcts,,a7,2022-01-05t12:55:00.000,,jet2,ls,exs,223,ls223,exs223,,,,,,,,,,,
departure,active,lba,egnm,8,,2022-01-05t09:45:00.000,2022-01-05t09:45:00.000,,,,ace,gcrr,1,3,2022-01-05t14:10:00.000,,jet2,ls,exs,217,ls217,exs217,,,,,,,,,,,
departure,active,lba,egnm,8,11.0,2022-01-05t11:20:00.000,2022-01-05t11:20:00.000,2022-01-05t11:31:00.000,2022-01-05t11:31:00.000,2022-01-05t11:31:00.000,tfs,gcts,,a5,2022-01-05t16:00:00.000,2022-01-05t15:53:00.000,jet2,ls,exs,243,ls243,exs243,,,,,,,,,,,
departure,active,lba,egnm,,,2022-01-06t08:00:00.000,2022-01-06t08:00:00.000,,,,gva,lsgg,2,2,2022-01-06t11:00:00.000,,jet2,ls,exs,285,ls285,exs285,,,,,,,,,,,
departure,active,lba,egnm,,,2022-01-06t08:20:00.000,2022-01-06t08:20:00.000,,,,tfs,gcts,,a5,2022-01-06t13:00:00.000,,jet2,ls,exs,223,ls223,exs223,,,,,,,,,,,
departure,active,lba,egnm,,,2022-01-06t09:15:00.000,2022-01-06t09:15:00.000,,,,fue,gcfv,,3,2022-01-06t13:45:00.000,,jet2,ls,exs,249,ls249,exs249,,,,,,,,,,,
departure,active,lba,egnm,,,2022-01-06t09:30:00.000,2022-01-06t09:30:00.000,,,,lpa,gclp,,34,2022-01-06t14:15:00.000,,jet2,ls,exs,477,ls477,exs477,,,,,,,,,,,
departure,active,lba,egnm,4,8.0,2022-01-06t10:25:00.000,2022-01-06t10:25:00.000,2022-01-06t10:32:00.000,2022-01-06t10:32:00.000,2022-01-06t10:32:00.000,ace,gcrr,1,5,2022-01-06t14:55:00.000,2022-01-06t14:38:00.000,jet2,ls,exs,217,ls217,exs217,,,,,,,,,,,
departure,active,lba,egnm,,12.0,2022-01-06t16:15:00.000,2022-01-06t16:27:00.000,,,,ams,eham,,,2022-01-06t18:16:00.000,,jet2,ls,exs,205,ls205,exs205,,,,,,,,,,,
departure,active,lba,egnm,3,42.0,2022-01-07t07:00:00.000,2022-01-07t07:00:00.000,2022-01-07t07:42:00.000,2022-01-07t07:42:00.000,2022-01-07t07:42:00.000,alc,leal,,,2022-01-07t10:55:00.000,,jet2,ls,exs,271,ls271,exs271,,,,,,,,,,,
departure,active,lba,egnm,8,,2022-01-07t08:20:00.000,2022-01-07t08:20:00.000,,,,tfs,gcts,,b4,2022-01-07t13:00:00.000,,jet2,ls,exs,223,ls223,exs223,,,,,,,,,,,
departure,active,lba,egnm,8,38.0,2022-01-07t09:00:00.000,2022-01-07t09:38:00.000,,,,agp,lemg,,,2022-01-07t13:05:00.000,,jet2,ls,exs,185,ls185,exs185,,,,,,,,,,,
departure,active,lba,egnm,8,,2022-01-07t09:45:00.000,2022-01-07t09:45:00.000,,,,ace,gcrr,1,5,2022-01-07t14:10:00.000,,jet2,ls,exs,217,ls217,exs217,,,,,,,,,,,
departure,active,lba,egnm,3,,2022-01-08t06:10:00.000,2022-01-08t06:10:00.000,,,,gva,lsgg,2,22,2022-01-08t09:10:00.000,,jet2,ls,exs,285,ls285,exs285,,,,,,,,,,,
departure,active,lba,egnm,8,,2022-01-08t07:00:00.000,2022-01-08t07:00:00.000,,,,alc,leal,,,2022-01-08t10:55:00.000,,jet2,ls,exs,271,ls271,exs271,,,,,,,,,,,
departure,active,lba,egnm,8,,2022-01-08t08:20:00.000,2022-01-08t08:20:00.000,,,,tfs,gcts,,b3,2022-01-08t13:00:00.000,,jet2,ls,exs,223,ls223,exs223,,,,,,,,,,,
departure,active,lba,egnm,,,2022-01-08t09:30:00.000,2022-01-08t09:30:00.000,,,,lpa,gclp,,37,2022-01-08t14:15:00.000,,jet2,ls,exs,477,ls477,exs477,,,,,,,,,,,
departure,active,lba,egnm,,,2022-01-08t09:45:00.000,2022-01-08t09:45:00.000,,,,ace,gcrr,1,4,2022-01-08t14:10:00.000,,jet2,ls,exs,217,ls217,exs217,,,,,,,,,,,
departure,active,lba,egnm,,,2022-01-08t09:55:00.000,2022-01-08t09:55:00.000,,,,szg,lows,,,2022-01-08t13:05:00.000,,jet2,ls,exs,383,ls383,exs383,,,,,,,,,,,
departure,active,lba,egnm,8,28.0,2022-01-08t11:15:00.000,2022-01-08t11:15:00.000,2022-01-08t11:43:00.000,2022-01-08t11:43:00.000,2022-01-08t11:43:00.000,fue,gcfv,,6,2022-01-08t15:45:00.000,2022-01-08t15:51:00.000,jet2,ls,exs,249,ls249,exs249,,,,,6.0,,,,,,
departure,active,lba,egnm,,,2022-01-08t11:55:00.000,,,,,cmf,lflb,,,2022-01-08t14:55:00.000,,jet2,ls,exs,417,ls417,exs417,,,,,,,,,,,
departure,active,lba,egnm,3,,2022-01-08t12:30:00.000,2022-01-08t12:30:00.000,,,,gva,lsgg,2,2,2022-01-08t15:30:00.000,,jet2,ls,exs,287,ls287,exs287,,,,,,,,,,,
departure,active,lba,egnm,8,11.0,2022-01-08t14:45:00.000,2022-01-08t14:45:00.000,2022-01-08t14:55:00.000,2022-01-08t14:55:00.000,2022-01-08t14:55:00.000,agp,lemg,,,2022-01-08t18:50:00.000,2022-01-08t18:42:00.000,jet2,ls,exs,185,ls185,exs185,,,,,,,,,,,
departure,active,lba,egnm,7,,2022-01-09t07:00:00.000,2022-01-09t07:00:00.000,,,,alc,leal,,5b,2022-01-09t10:55:00.000,,jet2,ls,exs,271,ls271,exs271,,,,,,,,,,,
departure,active,lba,egnm,3,,2022-01-09t07:30:00.000,2022-01-09t07:30:00.000,,,,fnc,lpma,,,2022-01-09t11:30:00.000,,jet2,ls,exs,389,ls389,exs389,,,,,,,,,,,
departure,active,lba,egnm,9,12.0,2022-01-09t08:00:00.000,2022-01-09t08:00:00.000,2022-01-09t08:11:00.000,2022-01-09t08:11:00.000,2022-01-09t08:11:00.000,ayt,ltai,1,104,2022-01-09t15:30:00.000,2022-01-09t15:13:00.000,jet2,ls,exs,213,ls213,exs213,,,,,,,,,,,
departure,active,lba,egnm,8,,2022-01-09t08:20:00.000,2022-01-09t08:20:00.000,,,,tfs,gcts,,a4,2022-01-09t13:00:00.000,,jet2,ls,exs,223,ls223,exs223,,,,,,,,,,,
departure,active,lba,egnm,8,27.0,2022-01-09t09:15:00.000,2022-01-09t09:30:00.000,2022-01-09t09:42:00.000,2022-01-09t09:42:00.000,2022-01-09t09:42:00.000,fue,gcfv,,5,2022-01-09t13:45:00.000,2022-01-09t13:45:00.000,jet2,ls,exs,249,ls249,exs249,,,,,1.0,,,,,,
departure,active,lba,egnm,,,2022-01-09t09:30:00.000,,,,,lpa,gclp,,,2022-01-09t14:15:00.000,,jet2,ls,exs,477,ls477,exs477,,,,,,,,,,,
departure,active,lba,egnm,10,16.0,2022-01-09t09:45:00.000,2022-01-09t09:45:00.000,2022-01-09t10:00:00.000,2022-01-09t10:00:00.000,2022-01-09t10:00:00.000,ace,gcrr,1,2,2022-01-09t14:10:00.000,2022-01-09t14:06:00.000,jet2,ls,exs,217,ls217,exs217,,,,,,,,,,,
